Longitude,Latitude,MOD13Q1_006__250m_16_days_EVI_doy2011081_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2011097_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2011113_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2011129_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2011145_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2011161_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2011177_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2011193_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2011209_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2011225_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2011241_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2012081_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2012097_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2012113_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2012129_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2012145_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2012161_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2012177_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2012193_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2012209_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2012225_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2012241_aid0001_tif
-86.5981979,34.9514008,5903,6975,6494,5499,2847,2724,2788,4126,8527,6482,6528,4146,4817,5255,5163,7158,6496,4835,7411,6231,5066,4659
-86.7453003,34.9496994,4256,6449,5989,6612,6168,4650,5489,5422,5021,4755,5663,5615,5304,4419,2102,3100,6086,4476,5749,5625,4944,2783
-86.7427979,34.9496994,5151,6449,5648,6227,5080,4602,5136,3971,6234,5006,5487,4923,4351,2590,2232,4125,5312,5111,5002,4516,4038,1797
-86.740303,34.9496994,5126,7217,5625,5775,4256,4170,3947,3032,5957,5247,5569,3791,2809,2501,2151,4719,5617,5111,4576,5511,3555,1844
-86.7377014,34.9496994,6416,7183,7535,4298,5286,5029,3802,2613,6016,6210,5797,4208,3647,2683,2993,5627,5877,5030,4826,5360,4938,1680
-86.735199,34.9496994,6627,5891,7100,4242,4636,5252,6212,2613,5617,5669,6578,4310,4532,3260,4228,2815,5877,5055,5650,5035,4073,2386
-86.7326965,34.9496002,4706,5792,5796,4402,4718,4995,5115,4496,5416,5038,4682,3743,4898,4201,2329,4003,5934,4717,5724,5909,4677,3877
-86.6184998,34.9492989,4648,5275,4184,4191,3072,2573,3555,3986,6221,7159,7087,4680,4560,3777,2760,3367,2542,3182,2849,4988,5825,6501
-86.6159973,34.9492989,4648,5275,3143,2320,2229,2332,3325,5666,6574,8787,7087,4905,4596,5255,2125,2144,2935,2710,3119,5121,5903,6757
-86.6134033,34.9492989,2510,5309,2158,2761,2637,2535,4364,5859,8533,8602,6420,5983,6118,6188,3332,3313,4144,2755,2979,5283,8369,6757
-86.6007004,34.9492989,5886,6386,6974,3537,3124,3032,4013,5324,6536,7533,6089,2188,2242,1979,3795,4431,5715,3755,3042,3542,3392,2763
-86.5981979,34.9492989,6501,6386,7069,5458,2634,2520,2772,4048,9232,6910,6057,3464,4844,3967,3795,6905,4029,4654,3042,3476,4606,4185
-86.7427979,34.9476013,5360,6449,5659,4490,2526,2698,2518,1999,5021,5424,5663,2946,2225,2638,3337,3902,6217,4673,3902,4516,2358,1583
-86.740303,34.9476013,5540,6755,5625,3715,2610,2432,1871,3032,4759,5527,6761,2588,2520,2466,2778,4719,6361,4939,4576,4455,2578,1797
-86.7377014,34.9476013,4604,6755,5973,4028,5286,3941,3063,4698,4839,5493,6761,3426,4543,4559,3926,4719,5545,4939,5204,5514,3555,2794
-86.6007004,34.9472008,5535,6453,6184,4532,3753,3707,5833,5864,5789,5874,6089,6352,5670,3677,3328,4759,4294,3829,4953,2876,3271,4881
-86.7453995,34.9454994,4013,6301,5384,3863,5361,4892,4138,5325,5612,4194,6566,3033,2706,4648,3694,5107,5525,4503,5273,5011,3670,3034
-86.7427979,34.9454994,5995,6228,5862,3824,4300,3847,2168,2242,4499,5346,6360,2502,2208,2318,2759,5242,6124,4858,3966,4158,2916,1583
-86.740303,34.9454994,5933,6228,5518,3773,2659,2360,2168,2072,4619,5599,7346,2489,2125,2094,2759,5453,5987,4708,4154,4130,2173,1986
-86.7377014,34.9454994,5217,6723,5543,4726,4283,2701,3052,4026,4387,5247,7346,2864,3096,3287,3581,5440,6116,4828,4768,4744,4361,1953
-86.6134033,34.9450989,5047,5195,2307,2963,2889,2486,3508,5091,6472,6921,5202,5576,6516,5350,3057,3262,2571,2549,3545,6106,8214,6297
-86.6109009,34.9450989,4158,5195,2930,2747,3854,3996,4332,5561,7260,7139,5760,6264,5806,6489,3817,4823,2856,3047,4845,5324,6399,6538
-86.740303,34.9434013,5464,6207,5494,3669,2659,3121,3749,2222,4910,5105,6327,2927,2224,2263,2759,4949,5178,4301,3993,3896,2824,1629
-86.7378006,34.9434013,4604,6207,4548,3828,3104,2748,1936,2477,4663,5079,5421,2959,2777,2313,2901,4949,5335,4444,4018,4141,3007,1629
-86.6109009,34.9431,3336,5195,2697,2963,2476,2598,5236,6271,6734,7303,6090,5087,6861,6810,3945,3997,2571,2606,3222,3993,7852,6607
-86.740303,34.9412994,4036,4433,5348,3719,3358,3389,3485,3612,4504,5529,6394,2719,4196,3584,3544,4328,3768,3510,4701,5229,2785,2707
-86.7378006,34.9412994,4098,6237,4857,3821,3193,2705,2412,4088,4172,5157,4812,3085,4879,3635,3227,4138,4307,3533,3783,4671,3365,3659
-86.6109009,34.9410019,1775,4089,2782,2288,2099,1989,4713,6183,6985,6879,5880,5666,5612,6721,2860,2762,3354,2996,2692,3030,6690,5820
-86.6083984,34.9410019,2571,4089,2391,2831,3535,2537,3171,5409,8629,7828,6583,4688,4832,7320,3399,2995,2256,3280,3368,3414,6690,5381
-86.6109009,34.9389,1211,4089,1644,1924,1471,1585,3439,4212,6985,8412,6420,2321,2190,3869,3800,4069,4714,5599,2844,2641,3112,5196
-86.6083984,34.9389,1775,3198,1680,1561,1794,1989,3171,3384,7510,7792,6827,1384,1525,2218,5708,5955,6322,3280,3286,2565,1791,1756
-86.6059036,34.9389,1458,3198,2496,2041,2736,1927,2927,3418,7599,7282,6583,1724,1947,2790,6406,7159,7771,4890,4718,3414,5887,3735
-86.4637985,34.9383011,4538,3197,6512,4326,2514,2502,3496,7102,8295,7664,7037,4412,3251,5171,2682,2673,3356,2777,3393,4583,7132,7827
-86.6135025,34.9367981,1296,2396,1657,2361,1882,1738,4127,4596,7504,6157,5789,3072,2393,3911,4252,3586,6310,5062,3587,3718,4464,1869
-86.6109009,34.9367981,1968,2036,1640,1883,1507,1582,2902,3770,7641,7073,6324,1841,1736,2566,4093,4918,6150,5630,2014,3575,2339,5811
-86.6083984,34.9367981,1215,1453,1268,1803,1364,1402,2113,3535,7700,7760,6833,1490,1699,1921,5765,7242,7603,5054,2816,3379,2449,1823
-86.6059036,34.9367981,997,1433,1192,1983,1347,2053,2045,3511,7652,7658,6827,1412,1628,1914,5879,6692,7603,5700,3594,2649,2062,1575
-86.603302,34.9367981,1134,2088,2185,3625,3425,3867,2922,3698,7024,8042,6948,1807,2017,4138,6145,7102,6489,5918,4233,3276,2311,3415
-86.4637985,34.9361992,4538,3062,2068,3170,2355,2424,3508,7102,8630,7650,6947,3800,2716,3231,1971,2053,2738,3416,4386,7993,9125,7711
-86.4613037,34.9361992,6265,6853,6512,2862,3212,2487,2227,6070,8756,7664,8030,1829,1707,1870,2061,2127,2959,3359,4304,7993,8132,7711
-86.6135025,34.9347,1957,3276,2090,2717,1882,2221,3206,4049,6870,5712,5454,1467,1529,1974,6054,7327,6391,5062,5961,4601,3306,1869
-86.6110001,34.9347,1296,2181,1657,2335,1340,1410,2902,3679,7851,7202,6774,1520,1832,1906,5878,7505,7642,5630,1774,4660,2965,1635
-86.6083984,34.9347,1094,1460,1534,2254,1369,1387,2910,3682,7516,7289,6821,1458,1699,2087,5926,7546,7642,5454,3648,3379,2449,1638
-86.6059036,34.9347,1058,1509,1531,2352,1406,1387,2893,3535,7643,7584,6821,2232,1628,3048,5879,6931,7642,5352,3594,3202,2476,2420
-86.603302,34.9347,1120,1784,1864,2971,2094,2816,3124,3511,7589,8042,7217,4906,3526,4138,5929,7102,7348,5638,5034,3688,3397,2420
-86.4637985,34.9341011,3525,2478,5644,3265,2117,2051,3407,6594,7857,7623,6232,4324,3278,3537,2047,1908,2496,3190,6460,8374,8670,7703
-86.4613037,34.9341011,5845,4506,5353,4843,3146,2714,2129,5145,8292,7773,8405,1974,1746,1767,1812,2014,3080,3328,4304,8374,8497,7711
-86.6135025,34.9325981,4365,5187,5666,3430,2617,2178,4866,4860,5581,4986,4843,3763,3168,2079,3730,4721,5387,4742,5341,5552,5379,3199
-86.6110001,34.9325981,1916,2693,2039,3464,2169,1865,3107,4886,5671,7334,4869,4284,3591,3276,6198,4248,6859,4742,4503,5987,2804,3199
-86.6083984,34.9325981,2058,3040,2374,3624,2529,2230,3387,4070,5783,7266,6240,1520,1717,2084,6019,5747,6859,4859,5307,6141,2901,2661
-86.6059036,34.9325981,2127,2266,2296,2616,1798,1758,3491,3668,6378,7369,6240,1830,1714,2956,6184,7232,6859,5769,4921,6131,2954,2668
-86.6034012,34.9325981,1458,2040,2234,3505,2510,1758,3320,3668,7294,7293,6975,4251,2646,2960,5958,6980,6856,6097,4970,6054,4727,2204
-86.4637985,34.9319992,4041,2847,5672,3357,2103,1937,2765,5501,7301,7775,6600,4867,3752,4280,2105,1935,2415,2979,3781,7284,8796,6989
-86.4613037,34.9319992,6237,6790,5221,6488,3356,2526,1941,4865,8117,5973,6577,1984,1748,1759,1787,1846,2961,3225,4023,7284,8448,7402
-86.6059036,34.9305,3983,2941,3596,2609,2130,2275,4224,3795,6114,5851,6240,1967,2201,3823,6515,5747,6420,5853,6050,6446,2554,4234
-86.6034012,34.9305,1725,2040,2003,3505,2531,3614,4413,3738,7162,7565,6975,4972,3076,3683,6515,7232,7105,6097,4921,6131,5447,2668
-86.4638977,34.9300003,4140,2863,6172,2829,2092,1963,1828,5324,7638,9205,7007,2088,1634,1780,1767,1696,2904,2979,3929,7284,8350,6989
-86.4613037,34.9299011,7049,4790,5492,5271,2766,2248,2335,4302,8872,6887,7184,1475,1489,1600,1787,1728,2904,3225,4133,7789,7836,7160
-86.4638977,34.9278984,3208,2318,5335,2300,1998,1888,2011,4145,4531,7915,5155,2145,1833,1863,1825,1816,3185,2828,6470,7524,9085,7895
-86.4613037,34.9278984,5570,5166,6115,4076,2953,2467,2873,4750,7529,5985,6564,1533,1621,1597,1734,2059,2866,3261,5721,8764,8691,8135
-86.4638977,34.9258003,2079,1984,2586,1732,1984,1857,3255,7130,8130,6928,5648,2130,1899,1921,1891,2081,3167,2449,4506,6009,7495,4754
-86.4613037,34.9258003,1885,3790,2670,1824,1990,2541,3596,6121,8068,4953,5360,1687,1704,1566,1891,2897,3185,3426,5192,7992,7737,7016
-86.5856018,34.9241982,1121,3984,3558,4095,5201,4803,5997,6700,5400,4198,2246,2648,2102,3180,3290,3570,5744,4740,4815,7379,6055,6354
-86.5830994,34.9241982,1025,3984,1406,3094,5115,5246,6074,6609,5826,3841,2343,1241,1478,1648,1685,1814,5426,5094,6182,8571,7141,6660
-86.5805969,34.9241982,1732,3984,1685,5174,5231,5314,6293,6504,5556,4473,2343,3453,4064,2840,2138,2251,5426,4725,6181,8571,6911,7014
-86.4614029,34.9236984,2358,1883,2907,1949,2738,2450,4190,6085,7966,6050,5592,2404,2392,2492,2556,2991,2949,3528,5680,6674,6993,5649
-86.5856018,34.9221001,1558,2777,2018,5336,5930,6685,6830,7159,6103,5207,2856,1621,3008,4774,2173,5993,5744,5466,6197,7682,6542,6354
-86.5830994,34.9221001,951,2777,2018,3070,5265,7254,7122,7159,5671,4264,2268,1241,1422,1839,2173,2127,5365,4795,6480,9092,7825,6354
-86.5805969,34.9221001,1416,2777,1364,3284,5209,6553,7106,6504,6061,4140,2609,1423,2242,1652,1679,1874,5426,4790,6989,7762,7928,6435
-86.4614029,34.9216003,4923,3326,4558,4136,4687,3857,5465,6960,5864,4224,4976,3024,2690,2447,3573,3152,3236,3422,3709,7200,7677,5721
-86.585701,34.9199982,1888,2959,2254,4813,6224,6419,6499,7272,6185,5841,3235,1824,3113,2058,2310,5273,6662,4548,6268,8895,8405,6208
-86.5830994,34.9199982,1106,2959,1475,3223,5357,6597,6987,7228,5830,4323,2480,1704,1521,2271,2232,2112,5062,4441,9495,8930,8405,7437
-86.5805969,34.9199982,1147,2959,1362,3282,5655,7148,7169,6999,6102,4070,2243,1321,1572,1841,1753,1751,5159,4893,9645,8822,8696,7255
-86.5781021,34.9199982,1449,3700,2757,3291,4809,6255,6964,6840,5216,3524,2249,1717,1830,1841,2342,3294,4505,4963,5066,8944,8387,7220
-86.572998,34.919899,1405,3595,2257,3304,5167,6072,6646,5636,4918,3054,2636,2278,2508,2671,2077,3261,4969,5627,4409,7070,5403,4388
-86.585701,34.9179001,2389,2480,2851,3409,5147,4628,5040,6627,5201,5662,3396,1824,1678,2058,2310,1786,4179,4457,2490,7620,7461,5520
-86.5830994,34.9179001,1427,2480,1694,3439,4923,5742,6019,6627,5009,4015,3396,1363,1524,1436,1621,1751,4082,4338,3108,8263,7475,5917
-86.5805969,34.9179001,1186,2480,1455,3210,4263,5540,6307,6508,5843,3542,2260,1294,1538,1436,1609,1724,4315,4224,7677,7929,8346,6538
-86.5781021,34.9179001,1077,2970,1362,3187,4285,5429,5996,6508,5308,3350,2365,1329,1602,1552,1782,1820,4115,4280,5066,7590,8387,7220
-86.5755005,34.9179001,1099,2970,1407,3075,4772,5698,6275,6270,5300,3323,2249,2043,2853,3275,1782,1820,4052,4387,6650,7395,7455,6604
-86.572998,34.9179001,1227,2970,1625,3235,4964,4705,6333,5563,4618,3287,2325,2278,2508,2671,3338,3261,4095,3674,4326,6253,5735,4704
-86.7251968,34.9161987,4792,4956,4969,2712,5444,2601,5214,7228,7346,7698,5909,5196,5102,6211,3180,2839,5332,4509,3960,5728,6035,5743
-86.7201004,34.9161987,2515,6207,4003,4357,3966,1922,3475,6719,6739,7196,4552,5004,5870,7262,5110,2972,5503,3622,4749,6288,7785,4339
-86.717598,34.9161987,6540,6122,7311,5231,3068,3173,2614,6451,7637,7486,5837,2958,2887,3442,3844,5107,7051,4584,4223,4798,4807,4447
-86.7149963,34.9161987,5395,6122,7313,5872,4287,3173,4088,6325,6927,7486,5614,3270,3776,3735,4410,5934,7051,4990,4658,4757,4121,2817
-86.7125015,34.9161987,4289,6122,6613,5801,5178,3533,5959,5001,6556,6663,5840,4186,4557,4821,4112,5651,7051,4256,5227,5336,3208,4165
-86.7049026,34.9161987,4782,5792,6950,5703,5356,5180,4394,4734,6417,6369,6811,4344,3428,4083,5443,6621,6264,4331,4438,5856,4350,3766
-86.6997986,34.9160995,6985,6917,7148,5272,2962,3428,2326,2880,7276,7613,7569,2247,2314,2239,3496,5878,5651,3475,2405,4453,2706,2450
-86.6973038,34.9160995,6919,6900,6923,5320,3109,2218,2038,2869,6585,6599,7588,1990,2167,2054,3142,5576,5012,3392,2992,3850,2338,2647
-86.6947021,34.9160995,6919,6900,6923,5320,3109,2218,2038,2869,6585,6599,7588,1886,2069,2658,3624,5423,5222,3390,3355,3850,2200,2494
-86.6921997,34.9160995,7122,6900,7103,5320,3346,2153,1762,2878,6585,6827,7508,3044,3119,6073,3476,8270,6656,4795,3334,5808,2941,4000
-86.5882034,34.9157982,2156,3802,2212,2532,4679,4010,6143,6692,5179,5059,2935,3080,1864,1566,1711,2782,3321,3266,4434,8720,8815,6516
-86.585701,34.9157982,1142,1776,1315,3624,4110,4612,7233,7424,5515,4255,2675,1700,1571,1708,1702,1856,3592,4164,7466,8720,7649,6469
-86.5830994,34.9157982,1187,2127,1237,2797,3990,5930,7336,7382,5189,4158,2575,1318,1652,1727,1599,1722,3846,4562,8136,7419,7663,6469
-86.5805969,34.9157982,1235,2480,2364,2799,4501,5660,6147,6843,4924,4122,2708,1746,2587,1697,2409,2115,3745,4043,7194,7666,7969,5718
-86.5781021,34.9157982,1311,2480,1512,3183,4664,5245,6538,6843,5046,4154,2207,2595,3196,3027,3148,2612,4594,4495,4704,7471,7969,5780
-86.5755005,34.9157982,1719,2970,1630,3750,5224,5184,6839,5574,5353,4414,2309,3271,3392,1564,2251,2542,4594,3933,5598,7039,7104,5895
-86.7276993,34.9141006,3815,5007,5250,4037,3301,3870,3454,5709,6885,6042,5496,4797,4983,4646,3870,3782,5205,5259,3414,4370,6370,4500
-86.7251968,34.9141006,4379,4672,4198,2410,2437,2070,2433,7228,7601,7698,6143,4728,5717,6211,2551,2268,2949,2889,3877,6136,8037,6859
-86.7226028,34.9141006,1619,4672,1703,2712,1995,1843,3245,6906,7346,6432,4340,5741,6219,5995,1819,1908,2949,2295,3960,6648,8411,7717
-86.7201004,34.9141006,2515,4672,3239,2014,2299,1740,2902,6534,6926,6492,4259,5262,6113,3513,2266,2972,3036,2556,3935,6840,5408,5374
-86.717598,34.9141006,6739,6207,4003,4336,2728,2161,1713,5772,6727,7165,5923,2846,2916,3513,2674,2972,5861,3847,3445,4244,5408,5374
-86.7149963,34.9141006,5965,6122,7311,5348,2797,3277,2223,5171,6160,6355,6414,2012,2357,2266,3454,4893,5861,4795,4035,4404,3163,1957
-86.6997986,34.9141006,6363,7778,7023,5470,3330,2546,2511,3014,7408,7559,7543,2349,3145,2706,3739,5878,4739,4477,4398,6669,2706,2505
-86.6973038,34.9141006,6275,7778,6547,5605,3049,2546,1988,2569,6987,6992,7619,2247,2339,2502,3282,5541,5356,3475,3544,4622,2706,2713
-86.6947021,34.9140015,7354,7760,7257,5320,3109,2135,1581,2869,6585,6792,7508,2315,2178,2067,2964,5576,5012,3392,2951,3850,2899,2218
-86.6921997,34.9140015,6956,6378,7095,5663,3346,1849,4374,2991,6705,6827,7203,2250,2351,4855,3624,4467,5205,3844,4566,5808,2236,3297
-86.6136017,34.9137993,2775,5287,2322,5146,2720,5423,6324,6167,5167,4274,3822,6029,6885,7316,3332,3062,6527,3960,3078,6519,6672,7763
-86.5907974,34.9137001,3759,4172,1621,2041,1861,2321,4837,7521,6911,7655,3553,2762,1817,1287,1592,1963,3866,4067,5195,8511,6612,6329
-86.5882034,34.9137001,1414,1669,1308,2423,3504,4448,8129,7291,5600,4883,3553,1346,1560,1285,1507,1727,3510,3826,7289,8928,8176,6767
-86.585701,34.9137001,1089,1366,1329,2532,4238,5912,7587,7580,5515,4082,2677,1346,1441,1285,1507,1631,3587,4099,6234,8720,8815,6286
-86.5831985,34.9137001,1134,1302,1264,2394,3886,5811,7681,7580,5515,4356,2646,1254,1845,1491,1594,1900,3701,4379,7615,7419,7918,6469
-86.5805969,34.9137001,1542,2127,1652,2476,4029,5783,6610,7111,5648,4203,2473,2263,3412,1727,2376,3770,4251,3950,5925,7419,5414,4654
-86.7251968,34.9119987,2394,3986,3378,4337,2971,3072,2948,6455,7116,6926,4581,4411,5026,5830,2385,2681,3035,2825,3369,4524,7237,6201
-86.7226028,34.9119987,3351,3986,2321,2678,2066,2339,3520,6408,7042,6225,3922,5392,6857,6305,1911,2435,3106,2589,3803,6088,7664,7072
-86.7201004,34.9119987,3309,5510,5222,1990,2532,1895,2684,6227,6755,6738,4313,4551,5914,3337,1911,2717,3106,2529,3878,6198,4332,4462
-86.717598,34.9119987,6223,5466,2928,4066,3088,1941,2324,5495,6910,7707,6221,2787,2812,3204,2452,3022,6006,3256,3460,4179,5641,2460
-86.7149963,34.9119987,5736,5466,6900,5275,3522,2450,2538,4766,6563,5837,6221,2037,2232,2095,2582,3555,6006,3272,4262,4839,2644,1966
-86.7125015,34.9119987,4021,6345,5811,3584,3790,3492,5029,4821,5081,4244,6725,2681,4097,4088,2190,3526,6006,5755,4007,6340,3975,3822
-86.6973038,34.9119987,6974,7847,7038,5401,2782,1806,1678,2460,7024,7338,7916,2387,2074,1988,3158,5349,5344,3490,4047,4525,2570,2434
-86.6947021,34.9119987,7316,7847,7290,5579,3061,1806,1605,2781,6950,7001,7944,2227,1976,1907,2968,5349,5470,3490,2523,4525,2000,2154
-86.6921997,34.9119987,7426,6264,7335,5644,2701,1759,2326,2463,6673,6666,7663,2078,1913,2483,2814,4588,4784,3037,2870,4532,2710,2135
-86.6339035,34.9118004,3196,5380,2810,3310,2721,3467,4606,5515,6047,6043,4903,5192,5786,5367,3082,3705,2985,2990,2688,5110,6662,6914
-86.6136017,34.9117012,1948,2552,1959,2126,3121,3642,6139,5965,4754,3826,2302,6142,7227,7525,2154,1948,3450,1975,2604,4666,7513,7775
-86.6110992,34.9117012,1826,3618,1872,1949,2834,3437,6521,6264,5044,4223,2466,6155,5951,8516,2146,3032,3467,2169,2265,4666,8554,6823
-86.6084976,34.9117012,2660,3618,3123,3212,3593,3601,6783,6255,5551,4465,3627,6021,3657,8234,3833,3342,3467,2597,2545,4870,6797,6823
-86.5907974,34.9117012,1748,1858,1250,2406,2853,7072,7319,7291,5412,5554,2114,1518,1976,2775,1682,2099,3259,3167,5118,8514,8592,6798
-86.5882034,34.9115982,1145,1433,1379,2447,4060,7072,7576,7464,5744,4263,1632,1372,1541,1361,1631,1955,3866,3915,5669,9106,8787,6746
-86.585701,34.9115982,1132,1296,1274,2379,3867,6556,7274,7511,5931,4809,2685,1213,1482,1434,1590,1639,3436,4283,6172,8928,8787,6273
-86.5831985,34.9115982,1097,1359,1299,2278,3618,6493,6246,7088,5383,4198,2397,1213,1410,1500,1590,1651,3346,4385,5366,7862,7868,6273
-86.5805969,34.9115982,1373,1738,1677,2461,4522,5423,6853,7088,4895,4071,2665,1444,2052,1491,2413,1991,4013,4741,6108,7838,7171,4858
-86.5781021,34.9115982,1411,2390,2046,2730,4883,4476,6035,6525,5065,3930,2665,2813,3252,2059,2464,2216,4902,5056,6108,6761,7171,5642
-86.5755997,34.9115982,2066,2126,1932,2841,4656,5822,6295,6188,5969,4077,2489,2356,2951,2865,2352,2764,4778,4620,5137,6761,7938,6013
-86.572998,34.9115982,2474,2441,2654,3520,4261,4322,5392,6188,4599,3995,3541,2875,2365,2865,2548,3418,4778,4493,5366,5179,6306,3666
-86.7303009,34.9099998,3059,4241,3644,3377,4953,4044,5000,5474,5074,5223,4590,3855,4934,5687,3165,4128,3187,2467,4295,4982,7643,6710
-86.7276993,34.9099007,2342,4241,2489,2891,4111,3272,5372,5468,5314,3838,2829,5494,5629,6052,3165,2891,3187,2467,3792,7504,8386,7501
-86.7251968,34.9099007,2178,4143,2178,2838,2526,3593,4372,6447,5520,6069,3525,5541,5772,5862,2385,2473,3833,2451,4263,7504,7846,7532
-86.7201004,34.9099007,3916,4143,5378,2595,2612,1943,2310,5357,5716,7006,4243,3552,3999,2357,2220,3933,3923,2571,3691,4842,3428,3700
-86.717598,34.9099007,7394,5510,8070,5383,2950,1972,1406,4933,7285,8548,6712,2049,2090,2357,2857,5577,4839,3256,3094,3581,4332,4462
-86.7149963,34.9099007,5287,5466,7169,5194,3088,2599,3488,4535,7160,5721,6706,2198,2331,2143,2842,3977,4839,3031,3223,4839,2761,2460
-86.7125015,34.9099007,1792,4922,4189,3081,3522,4022,3488,4766,4871,3219,4135,5005,5174,4117,2245,2336,4839,3031,3921,6957,6575,6839
-86.7099991,34.9099007,1508,5445,1558,2894,3905,3993,5029,4821,4652,4244,2552,6505,6613,6583,2190,2021,3440,2623,3585,7351,8847,8259
-86.7073975,34.9099007,2336,5445,1582,3032,3805,4388,6040,5823,5091,3831,3651,5993,5289,4783,2256,3227,3440,2543,3073,7351,8376,8259
-86.7049026,34.9099007,3669,5811,5430,5059,2950,2795,3939,4065,6528,5892,6428,2476,5095,4488,2347,5231,6368,2772,3032,5271,4427,4609
-86.7024002,34.9099007,7538,5811,7450,5978,2851,1825,1631,2510,7054,7403,8780,1877,2133,1852,2828,5231,6799,3355,2500,4320,2788,2285
-86.6997986,34.9099007,7200,8025,7196,5608,3128,2033,1817,2547,7438,7465,8135,2451,2137,1927,3011,5535,5151,3656,2515,4320,3205,2499
-86.6973038,34.9099007,7078,8025,6660,5334,3560,2329,2835,2313,6462,7157,8046,2077,1983,2092,3253,5542,5196,3836,3543,4878,2743,2327
-86.6948013,34.9099007,6024,8025,6834,5401,2782,1806,1605,2460,7024,5886,7759,2076,2437,3045,2882,5542,5344,3896,2494,4818,2311,2622
-86.6921997,34.9099007,7463,6576,7095,5602,2791,1771,1662,2588,6996,7226,7709,2059,2046,1907,2882,5336,4903,3302,2855,4380,2617,2950
-86.6896973,34.9099007,5475,6576,7335,5731,3182,2607,4597,2817,6722,7064,7485,2247,3306,2483,3439,6484,5183,3867,2994,4426,4530,2135
-86.6363983,34.9096985,4632,4635,3595,3764,3506,2751,2699,5662,6356,6970,5274,4278,5032,4708,3354,2531,2707,3126,4756,3994,5225,6364
-86.6339035,34.9096985,3200,4635,2028,2510,2353,2091,4357,6556,7366,8074,6207,5940,6732,5970,2311,2563,1631,2444,2143,4778,7243,6373
-86.6314011,34.9096985,3207,3650,2877,2120,3005,2091,4606,6976,8032,8074,6505,6407,7051,6137,2744,2650,1631,2128,2711,5931,8773,6836
-86.6287994,34.9096985,3267,3650,3417,3234,4015,2794,5027,7670,6378,6198,5697,6299,4755,4709,3578,4751,4286,3035,3250,6387,7903,4774
-86.626297,34.9096985,2754,3650,4029,2384,3939,3502,6770,7670,6661,6503,4892,2316,4715,2707,4447,5839,6952,6521,6380,7453,5154,4774
-86.623703,34.9096985,1758,3763,2979,1887,2633,2498,6715,7476,7143,6822,5678,3043,3508,2181,3372,5927,5684,6378,7200,7045,5571,3231
-86.6136017,34.9095993,2140,3478,1611,2647,2653,3945,6594,5965,4754,4571,2581,5307,6546,6867,3066,1974,5417,2197,2330,4957,6910,7581
-86.6110992,34.9095993,1931,2866,2080,2194,2503,3597,6139,5965,4679,3826,2360,6142,4700,5383,2154,3813,5417,2348,2453,4957,7588,4593
-86.6084976,34.9095993,2721,3928,3123,1794,2727,2225,6445,5959,5808,5146,4072,4649,3657,2858,2931,3926,3467,3528,3096,3950,4250,4465
-86.6060028,34.9095993,6412,3618,5728,4962,3391,3547,3803,4143,6460,6724,5670,3049,2796,2467,3606,5607,6507,3709,1802,3947,3335,2318
-86.6035004,34.9095993,5826,5157,4767,5556,3744,4028,2066,4357,5924,6849,7627,3107,3688,2704,3601,4848,6507,3658,4610,3828,3237,4685
-86.5932999,34.9095993,2761,4194,2241,2307,3290,3142,5513,7343,7158,6104,5976,3329,5464,2361,3374,2801,4460,4888,6611,7118,7951,6372
-86.5907974,34.9095993,1773,2062,1914,2168,4468,6423,7439,7297,5549,4118,3962,3329,2078,2361,1983,2171,4460,3336,6810,8440,8379,6372
-86.5882034,34.9095993,1295,1472,1405,2406,3538,6889,7427,7300,5837,4553,2032,1391,1544,1631,1680,1996,3875,3942,6034,8776,8320,6746
-86.585701,34.9095001,1195,1538,1410,2389,3538,6889,6446,7300,5837,3575,1734,1290,1513,1361,1635,2117,3875,3961,5904,8776,8320,5610
-86.5831985,34.9095001,1131,1437,1325,2229,3618,4747,4887,6432,5097,3610,2397,1270,1517,1628,1590,1753,3352,4283,5540,5768,6318,5618
-86.5805969,34.9095001,1402,1359,1325,2144,3307,3400,6246,6432,4784,4031,3102,1510,3381,4089,1798,2044,3006,3434,4656,5768,7477,5146
