Longitude,Latitude,MOD13Q1_006__250m_16_days_EVI_doy2011081_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2011097_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2011113_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2011129_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2011145_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2011161_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2011177_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2011193_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2011209_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2011225_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2011241_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2012081_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2012097_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2012113_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2012129_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2012145_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2012161_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2012177_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2012193_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2012209_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2012225_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2012241_aid0001_tif
-86.7251968,34.9079018,2228,4342,3253,3109,2527,2985,4040,6032,5487,6287,3784,5264,5576,5315,2395,3224,4512,2877,4353,5985,6591,5272
-86.7201004,34.9077988,3654,4342,4817,2816,3002,2067,2754,4553,5972,6856,4269,4069,4099,2649,2876,3558,3883,2600,3969,5236,3957,3782
-86.717598,34.9077988,6814,6585,7223,4751,3031,1968,1621,5140,7003,8141,6858,2574,2365,2053,2983,5113,4789,3583,3698,4939,3726,3887
-86.7149963,34.9077988,6437,6585,5993,5412,2802,2191,1804,5153,6997,6676,5793,2364,2214,2208,3399,4393,4789,3384,3246,6196,2631,1941
-86.7125015,34.9077988,6073,6513,4943,3184,3546,2333,2424,5108,5101,5922,3223,3674,2243,4852,2206,4050,4839,3444,3608,6136,4624,3659
-86.7099991,34.9077988,3262,5708,2503,2463,3991,3929,5162,5856,4242,3334,2688,5037,6886,6906,2206,2460,3440,2584,3574,7971,6125,6155
-86.7073975,34.9077988,1367,5708,1715,2379,3779,4081,6303,5603,4672,3305,3223,6760,5818,6322,1987,2203,3354,2401,3024,7757,8360,6262
-86.7049026,34.9077988,2852,5811,4253,4388,3069,2927,4363,5620,6502,5484,6747,3149,2359,2555,2339,3228,3354,2413,3024,5493,5279,5258
-86.7024002,34.9077988,7058,5811,6994,5405,3049,1882,1730,2623,7394,7552,7076,1925,1990,2205,2824,4264,5426,2861,3009,3943,2395,2172
-86.6997986,34.9077988,7690,8129,7370,5683,3127,1917,1691,2672,7655,7817,6185,2044,2000,2075,3060,4765,5201,3105,2637,3943,2371,2112
-86.6973038,34.9077988,7603,7846,7104,5597,3560,2467,3898,5938,7456,7567,6431,1920,1950,2434,3584,5108,5117,3995,4244,5302,3213,2367
-86.6948013,34.9077988,6021,7846,6363,5323,3560,2269,3898,6273,6477,5886,5743,2634,2312,2777,5273,6871,5737,5135,4823,5302,5430,4629
-86.6896973,34.9077988,5567,5989,7096,5868,4785,3504,3980,5440,6502,6449,6042,3012,3333,3169,5014,5243,5810,4092,4757,4380,4632,3605
-86.6314011,34.9076004,3816,4967,2074,2309,2276,2402,4199,7608,7832,7688,6055,6721,7652,4535,3009,2892,1663,1763,3601,5909,7577,7636
-86.626297,34.9076004,2061,3451,3520,1932,2493,2979,6736,7126,6973,5962,4228,2451,5574,4535,3818,5316,7380,5997,4096,7214,5355,5005
-86.6238022,34.9076004,2517,3451,1947,1688,1846,2546,6717,7152,6726,5443,2817,1697,1734,3633,2924,5954,6791,6817,5989,7214,4618,2396
-86.6110992,34.9075012,1655,4117,2216,2783,3263,4624,6824,6464,5225,4729,2724,5992,4867,5040,3055,3540,5444,2766,3440,5770,7658,5030
-86.6060028,34.9075012,5553,5669,6423,3722,2418,1868,4263,4144,7318,6689,5042,1661,1818,1834,3330,4767,7091,3740,2265,3776,2437,2446
-86.6035004,34.9075012,6846,5669,6843,4913,3137,1999,1584,3406,7154,8069,8110,1799,1909,1940,3842,4767,7091,3444,3242,3771,3321,2761
-86.6008987,34.9075012,3670,4875,4704,4950,3769,3579,1717,3406,6991,7717,6664,2124,2879,2433,3807,5153,7091,3813,3813,5794,4320,2692
-86.5983963,34.9075012,3670,3654,3042,3321,3810,3579,4638,4998,6900,7249,6664,2650,2309,2433,3774,4447,4925,4323,5539,5794,6691,4081
-86.5907974,34.9075012,2351,2189,2355,2288,3545,4049,6437,6982,6392,6186,4667,1814,2225,2419,2892,2903,5145,4938,6576,8277,8129,6539
-86.5883026,34.9075012,1297,2243,2530,2966,3505,4894,6122,6315,5465,4904,3661,1699,2085,1670,2482,2577,4407,4488,6404,7734,7661,6185
-86.585701,34.9075012,1493,2057,1424,2552,2545,3300,5051,6312,4381,3957,2651,1458,1784,1722,1993,2008,4407,4104,6780,7734,7708,5099
-86.5807037,34.9073982,1109,1607,1448,1958,2870,3614,5016,5400,3850,3129,2428,1803,1433,1393,1596,1637,3812,3444,5587,7063,7321,4123
-86.5781021,34.9073982,1089,1607,1331,2507,3744,4530,5505,6921,6648,4502,2417,3403,1963,1393,1800,1890,3834,3996,6772,4552,7538,5516
-86.5755997,34.9073982,1271,1599,1700,2355,5589,5761,6369,7130,6685,4129,2282,2483,3756,4379,1847,2113,3351,4032,5385,4429,8530,6347
-86.572998,34.9073982,1603,1774,1700,2646,3062,4559,5987,7503,6320,3734,3253,2650,2877,4379,1847,2234,3351,4814,5026,3922,7516,6347
-86.722702,34.9057999,2823,4986,2985,3856,5218,3236,5371,5850,5712,5460,4220,4574,5003,4843,3483,3826,4612,2860,4083,6289,5685,4193
-86.7201004,34.9057999,3774,4986,4994,4442,5919,3066,4424,5822,5783,5874,3513,3900,3638,2649,2876,4351,6449,3455,3268,5236,3957,2544
-86.717598,34.9057007,5962,6462,6648,5963,5276,2886,3319,4364,5778,5754,6670,3915,2817,2053,3399,4904,6449,3802,4456,4655,2819,2617
-86.7151031,34.9057007,4968,6427,6054,4961,3031,2663,3240,3862,6997,4549,6969,2497,2479,2184,3621,5369,6449,3163,2884,4655,2707,2119
-86.7125015,34.9057007,6296,6427,6505,5072,3309,2144,1749,3462,5067,6676,5245,2430,3586,3881,3523,4050,5142,3220,2932,5361,2489,2815
-86.7099991,34.9057007,4776,5708,4132,4238,3166,2333,1625,3840,4127,4726,3654,5689,6520,6005,2583,2460,5142,2433,3401,5361,6024,6155
-86.7074966,34.9057007,3262,5708,2503,2529,3574,3189,4141,5280,4933,3822,3190,4610,3076,3358,2708,3043,5006,3097,2835,5644,5279,6262
-86.7049026,34.9057007,2268,6121,3395,3919,3417,3215,5309,5795,6229,4839,5908,2266,1961,3358,3232,5061,6083,3097,3009,4399,2829,2074
-86.7024002,34.9057007,6306,6121,7593,5413,3011,2032,2224,6062,7515,7793,6747,1877,2596,2506,2824,4963,3831,3695,3482,4443,2780,2072
-86.6997986,34.9057007,7040,7967,7039,5272,3127,2270,2525,2666,7043,7190,7076,2413,3196,2650,3343,4936,5342,3182,3257,4774,2493,2256
-86.6973038,34.9057007,7235,7967,7128,5683,3701,2229,1820,3055,7655,7582,6806,3194,3549,5567,3700,3913,5534,2517,3950,5302,3016,2708
-86.6896973,34.9057007,4316,6148,6490,5614,5025,4152,4705,6348,6614,6518,5278,3717,5485,5321,4821,6179,5148,4508,4757,6254,4632,5297
-86.6314011,34.9054985,2936,3342,2971,2203,2426,2110,4397,7399,7492,7754,6213,5130,6303,5721,2209,2284,2575,2200,2526,5096,5847,7103
-86.6287994,34.9054985,2328,3542,2257,1996,2496,2151,4755,7372,6842,7769,4580,6677,5612,3372,3009,2852,2402,2127,2909,5096,7336,6638
-86.626297,34.9054985,2328,3542,2021,1676,1776,2218,5522,7372,7107,6400,3194,2762,5438,3372,2629,5149,5438,4549,3687,6710,5962,6638
-86.6238022,34.9054985,2342,3542,1790,1657,1673,2351,6845,6906,6453,5965,3205,1586,1960,3372,2803,5872,7445,6350,5683,6374,4402,2396
-86.6136017,34.9054985,1955,3827,1979,2219,3443,3520,6578,6480,5233,3962,2594,5948,6228,6344,2828,2755,3919,2314,4509,5770,7451,7781
-86.6085968,34.9053993,2046,4436,2640,2068,3105,2773,4900,7185,6261,5254,3908,3007,1914,2139,3152,4816,5292,3649,3353,4266,4536,5030
-86.6060028,34.9053993,5450,4436,5030,3798,2860,2166,2259,4950,7184,6401,5377,1647,1708,2453,3261,5990,7508,3813,2696,4266,3985,1986
-86.6035004,34.9053993,6846,5653,6845,5486,3711,1964,2378,4435,7536,7723,8193,1834,2046,1834,4171,4858,7508,3663,3509,3279,2437,1746
-86.6009979,34.9053993,6549,5653,6843,5598,3675,2286,1717,3406,7497,7922,8657,1863,2254,1940,3842,5168,7091,3644,3355,4985,2885,2948
-86.5983963,34.9053993,3157,5653,5829,3992,3527,3099,4124,4998,6991,7249,6184,2110,2121,2042,3727,4411,4925,3940,3584,5086,6844,2873
-86.5959015,34.9053993,1552,2062,2146,1613,1917,3240,7125,7177,6900,6858,3756,2079,2309,2042,1970,2175,4925,4821,6137,8845,6844,5745
-86.5932999,34.9053993,1583,2945,1516,1504,2508,3277,6607,7263,7126,6891,3735,2966,2520,2380,2185,2781,4800,4677,6075,8688,8601,6543
-86.5883026,34.9053993,2480,3207,2942,3387,2748,3344,5545,6472,6400,6399,4774,3051,3479,2947,2810,3537,4407,4712,6164,8277,7969,6185
-86.585701,34.9053993,2143,2721,2161,2619,3505,3637,6270,5630,5894,6092,2996,2145,2353,2947,2065,2696,4407,5001,6164,7734,7969,6279
-86.5831985,34.9053993,1944,1836,2113,2686,2545,3300,5051,5628,6012,3957,2295,2267,2257,2254,1993,2382,4034,4704,6365,6140,5848,5039
-86.5807037,34.9053001,1952,1666,1976,3130,3375,3706,4489,6022,3850,2985,2356,1350,2410,2661,1885,2398,4034,3480,5999,6140,7321,4123
-86.5781021,34.9053001,1754,1655,2550,2507,4405,6425,6505,6921,5093,3402,2637,1434,1793,1393,2302,2105,4938,5014,5587,8008,7321,5516
-86.5755997,34.9053001,2340,2076,2384,2858,4839,6360,6883,7015,4971,3798,2725,1591,2342,1658,2348,2105,4938,5013,6772,8008,7523,4896
-86.5730972,34.9053001,1271,1931,1700,3027,3941,4879,6584,6373,4348,3065,2586,1870,1710,1658,1847,2314,4121,5059,5939,6228,6828,4953
-86.717598,34.9037018,5124,6242,6213,5502,5513,4735,4987,5328,4594,5185,3756,3775,3455,3168,3042,3634,5655,3240,4048,4929,5090,4834
-86.7125015,34.9035988,4230,6128,4636,4367,3947,2217,2158,2797,4273,4582,3932,2497,2346,2385,3293,5353,5088,3174,3974,5373,2817,2966
-86.7099991,34.9035988,4535,6117,4309,3794,2985,2273,3068,3456,4828,4819,5843,3384,3130,2885,3324,3689,5006,3528,5404,5361,2759,4594
-86.7024002,34.9035988,6320,6018,5836,4875,2984,2194,2790,6026,7458,7759,5411,2396,4172,2346,3393,4715,3845,3052,3138,4525,4286,3301
-86.6973038,34.9035988,7119,7605,6197,5673,3582,2567,2504,6051,7357,7337,5416,4038,2951,3194,2640,2286,2858,2599,2616,4909,7979,8796
-86.6314011,34.9034004,2646,2221,3920,2659,2489,3041,3598,6619,5434,6871,4305,1952,5839,3423,2065,2824,2528,3221,4221,4838,7787,3328
-86.6288986,34.9034004,2206,2838,1967,1970,2202,3582,4344,7137,7613,6745,3779,5450,6059,3423,2104,2742,4213,4698,3843,5929,5915,1773
-86.626297,34.9034004,1609,2153,2096,1942,2192,1979,4653,6427,6766,5491,2947,1953,2305,2360,2236,5163,6067,6113,5327,6585,4093,2609
-86.6238022,34.9034004,1448,2527,1795,1814,2057,2324,6065,7005,6510,5301,3367,1865,1765,1813,2448,4982,6914,5217,5138,7238,3457,2671
-86.6212006,34.9034004,2196,3711,2023,3528,2286,2889,5808,6711,6788,6386,4519,1832,1781,1750,2681,4982,6036,4626,4034,7238,2957,2365
-86.6186981,34.9034004,6053,3711,6086,4285,2436,2875,4945,6721,6788,5816,6842,2514,1944,2234,2827,4288,3910,4954,3679,5816,3990,2365
-86.6136017,34.9034004,3021,3935,2372,2294,3410,3874,5772,4119,4716,3925,2888,7021,6511,4176,2463,4427,5079,3586,4847,5377,8259,5749
-86.6110992,34.9034004,1929,3827,2148,2168,2999,4150,6178,5440,4551,4322,2910,3831,2540,4176,2463,4731,5079,4050,4847,4985,4588,5749
-86.6085968,34.9034004,1745,3827,2541,2631,2651,3093,5767,6116,5313,4322,2989,2120,3338,4567,3078,4983,7186,3618,3553,4865,4473,3003
-86.6060028,34.9033012,2596,3796,5216,3189,3165,2928,5349,5880,5804,4728,4279,3670,5580,2413,4050,4746,7186,3961,4484,5478,3889,3816
-86.6009979,34.9033012,5590,5787,6755,5516,3815,5315,2120,5896,5900,7885,6121,1914,5554,3507,4529,4818,5054,5501,4994,6483,6063,4417
-86.5959015,34.9033012,2788,3709,4056,4476,2686,2897,5723,5876,7003,6358,4633,1673,1507,2696,3082,2799,5140,4514,4610,8845,6804,6270
-86.5781021,34.9033012,2741,4014,3931,2918,4413,4900,5710,6024,4857,3385,3084,2224,2577,2528,3038,2920,4770,3993,5576,6242,6472,5170
-86.5755997,34.9031982,2859,2729,2991,3966,4629,4976,5160,6022,4529,4004,2656,3089,2827,2662,2607,2962,4031,4082,5734,6607,6630,4757
-86.5730972,34.9031982,1555,2729,2376,3036,4210,4374,5327,5542,3706,2935,2271,1999,2318,2662,2196,2726,3804,3507,5051,4740,5858,4757
-86.7125015,34.9015999,7286,6253,6930,4197,3574,2094,2116,3348,3491,4237,5309,1898,2201,2134,4314,4352,7317,3398,4112,5373,2315,1995
-86.7099991,34.9015999,5300,6140,7419,4670,3618,2217,1783,1969,3867,4385,7390,1911,2145,2426,3293,5680,7317,5081,4642,5373,2997,2253
-86.7074966,34.9015007,4743,6117,4309,4792,3503,2160,3340,3366,4553,5524,6590,2724,3376,3575,3739,5788,7193,4600,4011,5923,3472,2604
-86.7049026,34.9015007,4278,6540,4068,4159,3275,2834,3377,5972,5690,5714,6019,2922,2928,2746,3619,6041,5887,4108,3796,4413,3039,2982
-86.7024002,34.9015007,6822,6540,6188,5479,3052,2938,2790,6500,7251,7446,7128,2603,2509,2751,3719,5672,4761,4283,2718,4409,2944,2250
-86.6998978,34.9015007,6628,7510,6964,5031,3160,2188,2298,6172,7074,7515,7205,4734,4172,5199,3221,3647,2582,2355,2923,5289,6180,3985
-86.6314011,34.9012985,1197,1869,2157,2056,2240,3542,5631,6450,5434,4687,2371,1952,1471,2016,1983,4062,6843,3699,4814,4838,4622,2979
-86.6288986,34.9012985,1065,1540,1316,1502,2084,3041,7331,6619,5434,4312,2854,1952,1385,2016,1983,4062,7355,4698,4221,6368,4404,3328
-86.626297,34.9012985,1010,1436,1077,1507,2061,3582,8212,7137,6732,5735,3250,1444,1361,2016,1943,4422,6480,6113,5093,5929,4185,1773
-86.6238022,34.9012985,1005,1367,1145,1637,2048,3962,7391,6583,6777,5536,2549,1331,1361,2360,2314,5117,7065,6113,5165,6823,3930,1757
-86.6212997,34.9012985,1448,1474,1130,1664,2236,4008,7443,6643,6427,4738,3367,1410,1441,1369,2448,4488,6036,6099,4942,6823,3650,1843
-86.6186981,34.9012985,1529,1712,2251,1555,2436,4630,4945,6523,6641,4763,3212,1476,1358,1750,2116,4488,6036,3260,4732,5622,2629,1843
-86.6136017,34.9012985,1225,2335,1852,1734,2384,2509,3725,3389,5471,3463,2029,2678,1898,1737,2012,3114,6416,5066,6128,5522,5553,2624
-86.6110992,34.9012985,1204,2335,1436,1919,2753,3874,7611,5042,4716,5123,2559,1799,1510,1737,2769,4427,6197,6868,4847,7250,5886,2926
-86.6085968,34.9012985,1196,3567,1671,2168,3182,5727,7751,6995,6096,5168,2865,2054,3368,2892,3211,5340,6672,5254,4627,7250,6144,2926
-86.5755997,34.9011993,2839,4014,2904,4457,4720,3260,3771,5878,4915,5019,4229,3307,3019,3721,2607,3151,4031,3233,4832,4740,5196,4484
-86.5730972,34.9011002,2176,4014,2991,3004,3608,3345,3741,7373,4029,3904,2656,4235,4627,2912,2716,2220,3910,3507,4443,4740,4533,4311
-86.717598,34.8995018,4424,7477,6508,5207,4265,3703,2386,2832,4782,6212,7200,2975,2813,3668,4155,5410,6895,4794,4613,5162,3117,3752
-86.7151031,34.8995018,6983,7477,6612,5242,3219,2158,1769,2336,4772,5740,7200,2192,2221,2154,3517,4326,6895,4522,4325,5127,2280,2351
-86.7125015,34.8995018,7473,7069,6665,5470,3412,2158,1436,2069,4109,5740,8172,1671,1921,1936,4072,5602,7473,4909,2811,4285,2097,1601
-86.7099991,34.8995018,6180,6879,7250,5431,3676,2088,2950,3199,3966,5152,6146,1580,1901,1989,4332,5749,9906,3772,3281,4285,1988,1830
-86.7074966,34.8995018,3132,6879,4830,3110,2737,2490,4293,4463,5638,5575,6146,1883,1865,2337,4159,5749,9741,3870,4455,4594,2273,1830
-86.7024002,34.8993988,6316,6005,7234,5297,3567,2391,3039,3282,7481,7625,7649,2449,2306,2721,3396,3173,5393,4379,3751,5436,3322,3055
-86.6998978,34.8993988,6861,5940,6105,4251,2898,2105,2443,3336,7071,6116,7582,3085,2325,3211,3326,4539,5393,3249,5604,4551,4659,3080
-86.6314011,34.8992996,1670,2070,1529,2527,3031,3466,5055,6235,4998,4316,2914,1346,1441,1372,3425,4582,6243,3605,3966,4889,5020,2927
-86.6288986,34.8992004,1443,1380,1766,2321,2645,3055,6958,6235,6643,4367,3373,1345,1955,2052,3490,4591,6329,5519,4627,3551,4847,2081
-86.626297,34.8992004,1801,1767,2682,1452,3349,3674,7171,7050,6445,5615,4220,1398,1541,2031,1819,4550,5940,5450,5392,3551,4355,2081
-86.6238022,34.8992004,1425,1257,2682,1419,2996,3748,6390,6972,6285,5168,3168,1331,1317,1948,2073,4926,7074,6247,4674,6885,3905,2087
-86.6212997,34.8992004,991,1434,1110,1565,2222,4463,7106,6914,6314,3733,2556,1262,1317,1908,2132,4830,7560,6181,5174,6885,3812,1686
-86.6186981,34.8992004,1136,1556,1393,1737,2551,4631,6724,6860,6314,4432,2617,1433,1348,1908,2228,4321,7560,5608,4722,6985,3402,1866
-86.6137009,34.8992004,1361,1596,1487,1907,2891,3453,6624,6314,5546,5150,3128,1234,1371,1598,2002,4894,7323,5821,6640,6815,5515,1639
-86.6110992,34.8992004,1090,1397,1141,1816,3205,4369,7472,6249,5847,5266,2724,1234,1455,2222,2071,4894,6128,6932,6494,6321,5950,2305
-86.6085968,34.8992004,1150,1855,1540,2010,3205,5720,7057,7014,6050,4861,2551,2082,2463,3616,2648,3240,6128,5003,5579,7027,4612,2488
-86.5983963,34.8991013,1737,2674,3848,2809,5489,5204,6889,6900,5777,5421,3338,2921,4001,2453,4928,6997,6386,5317,4974,4899,5850,3558
-86.5706024,34.8989983,3132,4576,2495,3366,3235,3078,4170,7359,5149,3919,3706,3624,2453,4012,2592,2993,5239,3331,4178,5742,4701,3673
-86.5654984,34.8989983,3089,4726,2727,3795,3497,3015,4100,6295,5272,3754,4005,2916,3988,3363,2959,3149,5129,3170,3617,4875,3950,3039
-86.7151031,34.8973999,6969,7387,5427,5034,3833,1986,1864,4200,4941,5680,6451,2299,2286,2799,3359,5410,6895,3614,3644,5403,2412,2859
-86.7125015,34.8973999,7495,7387,6644,4995,3161,2132,1705,2230,4309,5210,7424,1797,1906,2142,4072,5130,7473,4266,2524,3783,2280,1871
-86.7099991,34.8973999,5419,6096,6644,4582,3349,2132,4707,4833,4486,5186,4274,3505,2905,4531,4072,5425,7473,4180,3359,3783,2097,5018
-86.7074966,34.8973999,2248,5937,4577,2577,2737,2885,7139,6594,5726,5039,4262,6044,1901,1989,3767,4035,5343,2303,3168,5083,2598,4396
-86.7049026,34.8973999,2616,5937,2599,4068,2789,3549,4293,6594,7583,7213,3284,1883,2589,2337,2919,5235,5180,3870,3168,5449,3667,5580
-86.7024002,34.8973999,6011,6005,3488,4771,2988,2391,2247,3996,7643,6182,6119,2106,6777,2249,2506,4235,5393,3831,2235,5555,4977,5580
-86.6998978,34.8973007,6316,6005,6008,3296,3045,2451,3027,4796,6239,3957,5289,3156,2306,3743,3396,2613,5393,2830,2327,4402,5959,3349
-86.6314011,34.8972015,1394,1917,3112,2321,3187,3466,6236,6091,5914,3492,3023,2578,3339,2793,5647,7237,6612,3278,3030,4441,2782,3680
-86.6238022,34.8970985,1425,2005,1588,1638,2291,4436,7078,6360,6232,4060,2804,1777,1311,2031,2152,4988,7116,6014,4470,3839,3985,2764
-86.6212997,34.8970985,1009,1434,1109,1643,2706,4372,7143,7146,6314,4023,2393,1262,1337,1813,1925,4926,7560,5471,5278,7991,3812,1427
-86.6186981,34.8970985,961,1378,1069,1828,2950,4192,6903,7146,6309,3968,2320,1355,1316,1813,1925,4830,7560,5391,5296,7991,3139,1686
-86.6137009,34.8970985,1163,1410,1127,1907,3760,4601,7570,6923,6700,4505,2362,1199,1336,1598,2055,5120,7218,5862,4612,6815,3766,1487
-86.6110992,34.8970985,1163,1410,1127,1907,3760,4601,7570,6923,6700,4505,2362,1214,1315,1884,2002,5245,7323,5878,4348,6321,5727,2181
-86.6085968,34.8970985,1072,1414,1218,1960,3531,5275,7425,6850,5818,4358,2551,1327,1459,2522,2677,5594,7323,4832,2967,6321,3827,2181
-86.606102,34.8970985,1858,1557,2234,2420,3749,4972,7138,6098,5274,4502,2699,1977,1525,1579,4592,5079,7801,6181,4796,4979,3821,2337
-86.6035004,34.8970985,1309,2018,1416,2290,3545,5544,6624,6889,5823,4533,2681,1460,1534,1579,5244,6809,7801,6786,5299,5325,2166,1762
-86.6009979,34.8970985,1194,1564,1459,2145,3447,6451,7663,7408,6322,5279,2767,1312,1696,2936,4965,6275,7475,6622,5389,5421,3143,1784
-86.5985031,34.8970985,1344,1567,1619,2139,3455,5180,7787,7614,6154,5539,2852,1727,1563,3102,4928,6084,7475,6020,4270,5327,3143,2144
-86.5959015,34.8969994,1928,1801,1619,2723,3833,5180,7005,7249,6237,5432,3136,2473,1971,4250,4197,6997,7393,4762,4974,5327,4073,3200
-86.5706024,34.8969994,3422,5411,5325,5176,4209,3069,3896,6604,5056,4740,4400,1892,2185,2377,2592,3412,5239,3700,3816,6035,4483,3293
-86.5680008,34.8969002,2017,3982,3518,3257,3211,2223,3342,6708,5960,5213,4734,2961,3146,2351,2340,3193,5239,4088,3816,6129,4187,3476
-86.5630035,34.8969002,3089,3982,4067,2503,3107,2136,3735,7657,4553,3801,4341,2264,1693,2125,2091,3343,5129,3495,3925,5427,3982,2630
-86.5604019,34.8969002,2743,4289,1710,2637,3127,2292,3508,7782,4878,3850,4153,3909,2910,4201,3003,3249,5129,2553,2327,4667,5279,4105
-86.552803,34.8969002,2869,4452,3414,4495,4194,3280,3537,5492,5719,4680,2559,4214,4153,4059,4009,4588,5631,4101,4446,5709,4272,2919
-86.5503006,34.8969002,1830,4452,2036,4754,4884,4265,5023,6546,5820,4679,2686,3432,3383,3418,3989,5256,5631,5085,4619,5622,3153,3360
-86.547699,34.8969002,3675,4452,2351,4088,3888,4376,6572,6626,6256,4948,3694,3135,3678,4007,3989,5256,5631,3537,4602,5622,3753,4829
-86.5451965,34.8969002,3442,5214,5265,2811,2358,3050,7220,7567,7487,7406,3937,4407,3693,4908,2923,4016,4967,3162,5115,6322,5303,4847
-86.5427017,34.8969002,4505,6421,4433,2100,2066,2866,6643,7601,8071,8147,5494,5575,4834,4908,2302,3275,3159,3162,5115,7948,6088,6447
-86.7126007,34.8953018,7794,5568,6440,4394,3227,2279,2352,2652,4473,5527,6325,1970,2157,2201,4110,4564,3968,3975,3043,4392,3186,2605
-86.7099991,34.8953018,5028,4271,3170,4965,3787,3809,4465,4332,4414,4773,3215,3124,3205,4283,4116,4181,6878,3104,2363,3751,2645,5020
-86.6492004,34.8950996,3099,4744,3187,1930,2616,2160,4621,5361,7310,6526,3636,3436,2301,2474,2007,4611,3351,3373,6064,6575,6075,5119
-86.6465988,34.8950996,3238,4744,2414,2354,3385,3780,4949,5347,7219,5941,3647,3921,2590,3224,2570,4611,4042,3680,6969,5930,6230,5217
-86.6314011,34.8950996,1778,2052,3147,2778,6340,4093,6582,5490,5810,5271,3849,1950,3352,3650,5147,6947,6551,4765,4053,3186,3965,4101
-86.6288986,34.8950996,1810,2151,4570,3914,3955,4164,6525,5539,5630,3987,4269,2944,4368,4047,5551,7237,6266,4225,2648,3243,3071,4164
-86.6238022,34.8950005,1215,1734,3191,2833,2679,5232,6331,5728,6274,4050,4035,3040,1996,2173,3577,5024,7334,6250,5796,1567,5021,2724
-86.6212997,34.8950005,978,1477,1218,1570,2611,4270,7304,6480,6274,4175,2657,1238,1377,1374,2127,5024,7780,6853,6007,846,3479,1406
-86.6186981,34.8950005,975,1327,1037,1748,2852,4155,7243,6447,6798,4383,2276,1287,1269,1559,2235,4875,7780,6642,4854,7705,3670,1618
-86.6162033,34.8950005,1120,1518,1253,1827,2876,4293,6528,6360,7118,5229,3077,1299,1471,1443,2040,4769,7780,5755,5396,6509,4019,1618
-86.6137009,34.8950005,1081,1417,1109,1768,3468,4212,7159,6789,7091,4649,2870,1204,1333,1431,2069,2866,7537,4896,4954,6509,3821,1547
-86.6110992,34.8950005,1018,1389,1128,1967,3572,4965,7452,6860,7169,4652,2349,1217,1284,1513,2234,3002,7537,5461,4105,5878,3770,1704
-86.6085968,34.8950005,1158,1337,1347,2080,3397,5328,7704,7151,6591,4367,1952,1307,1391,1560,2114,4389,7537,5246,5281,6036,3822,2345
-86.606102,34.8950005,1251,1462,1354,2221,3309,5655,7404,6929,6020,4486,1933,1343,1729,1606,3964,4389,6792,5753,5012,4586,3332,2139
-86.6035004,34.8950005,1228,1457,1443,2138,3638,6327,7756,6525,6002,5328,1934,1340,1516,1523,3724,6374,6792,5060,5019,4138,1788,1822
-86.6009979,34.8950005,1519,1591,2300,2146,3545,5508,7480,6525,6002,5488,1934,1510,1516,1601,5173,6087,6927,5590,5455,4138,2025,2663
-86.5985031,34.8950005,2326,3530,5903,3142,5270,6164,6987,7108,6220,5342,5007,3092,1828,2193,5126,7332,7393,6502,5727,6097,2949,2663
-86.5883026,34.8949013,1934,2458,2826,1486,4386,4115,5665,7302,7081,5364,4837,2193,2873,2195,2951,4875,6800,5702,5095,6286,4202,4054
-86.5858002,34.8949013,1416,1985,2608,2512,2571,4001,6398,7302,7081,5809,5611,2567,3388,2955,5085,5623,6670,4559,5095,6931,4295,3854
-86.5680008,34.8949013,3240,4199,3432,2446,2991,2432,2974,6217,5684,4033,4386,3647,2485,2342,2195,2771,4256,2938,4224,5226,5249,3868
-86.5630035,34.8947983,3620,5473,2207,2557,3373,2513,3696,7541,4448,3726,3929,1986,2351,2406,2484,3079,4784,3426,3729,5143,4115,2767
-86.5604019,34.8947983,3467,4727,3916,5170,3043,2330,3711,7541,5311,4348,4043,3253,2643,2105,2876,3253,4784,3505,4568,5143,4802,3471
-86.552803,34.8947983,1705,5798,6470,2998,3917,3489,4760,5727,5117,4156,4035,3685,1886,2039,3919,5373,5412,3543,3773,4987,2133,2919
-86.5503006,34.8947983,1705,5798,6470,2998,3917,3489,4760,5727,5117,4156,4035,2067,2396,2371,3679,4784,5412,4461,4446,5643,2133,3303
